Title,Author,Year,Any location source,Country,Abstract,Has abstract,Has references
Hacia un modelo del diseño virtuoso en tecnología,Stephania Patiño Gonzalez,2026,Repositorio Universidad de Caldas,,"La tecnología no es neutral: al mismo tiempo que posibilita un amplio espectro de acciones, establece patrones de uso, jerarquías de valor y modos específicos de relación con los otros y con el entorno. La tesis de que la tecnología no es neutral encuentra respaldo empírico en el análisis -ya clásico- de Langdon Winner (1980) sobre los puentes de Long Island en Nueva York. Según Winner, la baja altura de estos puentes —diseñados bajo la dirección de Robert Moses— no fue una mera decisión técnica, sino una decisión que tuvo efectos sociales concretos: impedir el paso de autobuses y, con ello, restringir el acceso de sectores populares, en su mayoría afroamericanos, a determinadas zonas de recreación. El artefacto técnico incorporó así una forma de orden social, demostrando que las decisiones tecnológicas pueden encarnar valores, intereses y relaciones de poder. Es por ello que las distintas fases de diseño, la falta de neutralidad se traduce en decisiones sobre los valores y prioridades que incorporamos. En el diseño tecnológico contemporáneo, la eficiencia, la automatización y el control suelen anteponerse a la reflexión ética. De hecho, se considera que la reflexión ética es a posteriori al diseño. Esta orientación instrumentaliza al ser humano. En esta tesis defiendo una articulación entre el diseño participativo y un enfoque basado en la epistemología de la virtud para mostrar que dicha articulación puede funcionar como contrapeso a esa deriva. La propuesta sostiene que integrar la autonomía humana como principio rector del diseño exige, por un lado, fortalecer el juicio práctico en contextos de opacidad y presión por métricas; y, por otro, redistribuir la autoridad epistémica en los procesos de decisión incorporando a usuarios y afectados de manera efectiva. Con ello se busca reorientar el desarrollo tecnológico hacia horizontes de justicia y responsabilidad moral, sin sacrificar la competencia técnica, sino subordinándola a fines humanos defendibles. Para sustentar esta propuesta, el trabajo desarrolla: (i) un análisis crítico del paradigma eficientista como la racionalidad que orienta el diseño, identificando sus supuestos, sus mecanismos de legitimación y sus efectos prácticos; (ii) un marco normativo centrado en virtudes y phrónesis para orientar juicios situados en el diseño y el uso; y (iii) una metodología participativa con criterios de justicia epistémica que permita deliberar y fijar fines evitando la captura por incentivos y métricas. El resultado es una articulación argumentada entre diagnóstico (paradigma eficientista), orientación formativa (virtudes y juicio práctico) y procedimiento (diseño participativo con justicia epistémica), con la que se delimita qué exige diseñar sin reducir al ser humano a medio.",Has abstract,not has references
II Seminario Permanente sobre Enseñanza de la Astronomía -OAE/NAEC Colombia 2025: Construyendo saberes astronómicos. Fortalecimiento disciplinar en la formación docente continuada,Daniel Alejandro Valderrama|Santiago Vargas Dominguez|Angela Patricia Pérez Henao|Edilberto Suárez Torres|MARIA CRISTINA ZARATE RODRIGUEZ|Fredy Moreno|CRISTIAN ALBERTO GOEZ THERAN,2026,Zenodo (CERN European Organization for Nuclear Research),CO|CO||US|US||CO,"La reseña del II Seminario Permanente sobre Enseñanza de la Astronomía OAE–NAEC Colombia 2025, publicada en el Volumen 4 de la revista eSPECTRA, documenta y analiza una experiencia de formación docente continuada orientada al fortalecimiento disciplinar, didáctico y epistemológico de la enseñanza de la astronomía en contextos escolares. Desarrollado entre febrero y noviembre de 2025, el seminario se consolidó como un dispositivo formativo colaborativo, impulsado por la Oficina de Astronomía para la Educación (OAE) de la Unión Astronómica Internacional y el equipo NAEC Colombia, que articuló saber científico actualizado, reflexión pedagógica y compromiso territorial. La reseña expone cómo, a través de conferencias especializadas, diálogo académico y mediaciones didácticas concretas, el seminario promovió una astronomía escolar crítica, situada e inclusiva, centrada en la observación, la modelización, la interpretación de datos y la comprensión de la naturaleza de la ciencia. Asimismo, se destaca su aporte a la investigación formativa, al reconocimiento del docente como productor de saber pedagógico y a la construcción de redes educativas nacionales e internacionales. En este sentido, el II SPSEA se presenta como una apuesta ética y pedagógica por la democratización del conocimiento astronómico, la justicia cognitiva y la transformación de la educación científica en Colombia y América Latina.",Has abstract,not has references
La inteligencia artificial y vulneración del derecho a la intimidad de las mujeres en espacios virtuales,Marielos Alejandra Campos Aparicio,2026,DOAJ (DOAJ: Directory of Open Access Journals),,"Este ensayo aborda la violencia contra las mujeres en el ámbito digital. En primer lugar, se esboza el origen de la inteligencia artificial, la cual es conocida como el campo de conocimiento matemático-lógico-informático que realiza tareas que normalmente debe y puede llevar a cabo la inteligencia humana. En segundo lugar, se analiza si los volúmenes y las complejidades de la inteligencia artificial representan un riesgo o una amenaza a la intimidad de las mujeres salvadoreñas en los espacios virtuales. Además, se analizan las leyes especializadas creadas a nivel nacional, los instrumentos y estándares internacionales en materia de inteligencia artificial, ya que el uso inadecuado de esta herramienta tecnológica plantea desafíos importantes respecto a la ética. Esto, debido al incremento de la violación a los derechos humanos de las mujeres mediante la creación y difusión de material de índole íntima y sexual, que perpetúa la violencia basada en género en las plataformas virtuales. Finalmente, se plantea que, a pesar de los avances, se necesitan nuevas políticas públicas para poder garantizar que el uso de la inteligencia artificial promueva respeto, equidad y protección de los derechos de las mujeres frente a las formas emergentes de la violencia digital.",Has abstract,not has references
Informe final de práctica académica (pasantía) desarrollada en la Personería Municipal de Montería – Córdoba,Mario Andrés Mórelo León,2026,Repositorio Universidad de Córdoba,,"Este informe presenta la experiencia desarrollada durante la práctica académica mediante la modalidad de pasantía como opción de grado realizada en la Unidad de Protección del Interés Público de la Personería municipal de Montería, entre septiembre de 2025 y marzo de 2026. El proceso permitió integrar los conocimientos teóricos adquiridos durante la formación académica con la práctica jurídica e institucional orientada a la protección de los derechos fundamentales de los ciudadanos. Entre las principales actividades desarrolladas se destacan la orientación jurídica a usuarios, la elaboración de derechos de petición, acciones de tutela, recursos de reposición e incidentes de desacato, así como el seguimiento a trámites administrativos y constitucionales. Los casos atendidos estuvieron relacionados principalmente con servicios públicos domiciliarios, protección del mínimo vital y vulneraciones de derechos fundamentales. La práctica contribuyó al fortalecimiento de competencias profesionales como el análisis jurídico, la comunicación asertiva, la ética profesional y el trabajo en equipo. Asimismo, permitió comprender las dificultades que enfrentan diversos sectores de la población para acceder a mecanismos de protección de derechos y a los servicios institucionales. En conclusión, esta experiencia favoreció el desarrollo integral de habilidades profesionales y reafirmó el compromiso social con la defensa de los derechos humanos y el acceso efectivo a la justicia.",Has abstract,not has references
Lecciones #EdVal,Bianca Thoilliez Ruano,2026,Biblos-e Archivo (Universidad Autónoma de Madrid),,"Desarrollo de contenidos de los seis temas de que se imparten en las asignaturas de “Educación en Valores: Igualdad y Ciudadanía” y “Educación para la Igualdad y la Ciudadanía”. Cada lección se plantea como respuestas preguntas formuladas de manera concreta y explícita. Este planteamiento didáctico de entrada sencillo busca ser coherente con el momento en que se imparte estas asignaturas (primer semestre del primer curso). Presento las notas de las mismas lecciones, encabezadas, como hago y espero poder seguir haciendo en clase, por una indicación del sentido general que tiene el tema, qué objetivos persigue y cuáles son las referencias bibliográficas de las que bebe. 1. Fundamentos de educación y ética 1.1. ¿Epistemología de la educación? 1.2. ¿Qué es y para qué sirve la filosofía de la educación? 1.3. ¿Cómo definimos la educación? 1.4. ¿Qué es la ética y por qué la necesitamos? 1.5. ¿Por qué es complicado definir los valores? 1.6. ¿Por qué es necesario, pero difícil educar en valores? 2. Globalización y derechos humanos 2.1. ¿Qué es la globalización y cómo afecta a la relación con nuestra cultura? 2.2. ¿Qué son los derechos humanos? 2.3. ¿Qué son los objetivos de desarrollo sostenible? 2.4. ¿Cómo educamos en derechos humanos? 2.5. ¿Cómo caminamos de la diversidad cultural hacia la educación intercultural? 2.6. ¿Cómo cultivamos el pensamiento global? 3. Infancia, cultura moral y vida escolar 3.1. ¿Qué es la infancia? 3.2. ¿Qué es y qué implica el “interés superior del niño”? 3.3. ¿Cómo se articula la “protección de la infancia”? 3.4. ¿Qué es el clima y la cultura de una organización? 3.5. ¿Cómo se ha estudiado la cultura moral escolar? 3.6. ¿Qué son las prácticas morales escolares? 4. La educación en valores y para la ciudadanía en el currículo escolar 4.1. ¿Cómo es la educación para la ciudadanía en Europa? 4.2. ¿Cuál es el panorama nacional de la educación en valores y para la ciudadanía? 4.3. ¿Qué currículo de educación en valores en la etapa de Educación Infantil? 4.4. ¿Qué currículo de educación en valores en la etapa de Educación Primaria? 5. Convivencia democrática: participación educativa y mediación escolar 5.1. ¿Por qué es importante la participación familiar en los centros? 5.2. ¿Cómo aseguramos la participación infantil? 5.3. ¿Qué son los consejos de infancia y adolescencia? 5.4. ¿Qué es la convivencia escolar y cómo enseñamos a convivir 5.5. ¿Qué documentos de centro articulan la convivencia escolar? 5.6. ¿Cómo identificar y qué hacer ante el acoso escolar? 6. Prácticas escolares para el desarrollo de valores democráticos 6.1. ¿Cómo abordar temas controvertidos en el aula? 6.2. ¿Qué es el aprendizaje servicio? 6.3. ¿Qué es la Filosofía para Niños?",Has abstract,not has references
"Reimaginando el prácticum: Hacia una formación inicial docente inclusiva, crítica y socialmente justa",Ignacio Figueroa-Céspedes|Yolanda Muñoz-Martínez|Esteban Fica-Pinol|Claudia Guiral,2026,Education Policy Analysis Archives|e_Buah,CL|ES|CL|ES,"El prácticum constituye un espacio privilegiado para el aprendizaje profesional, aunque su potencial transformador se ve restringido por enfoques tecnocráticos y currículos fragmentados que dificultan vincular la experiencia del profesorado en formación con perspectivas críticas de inclusión y justicia social. Este estudio cualitativo analiza la experiencia de 14 estudiantes de magisterio en Educación Primaria de una universidad española que participan en seminarios reflexivos del prácticum, para comprender cómo estos dispositivos contribuyen a la construcción de una identidad profesional inclusiva y crítica. A partir de notas de campo, grabaciones de los seminarios y cuatro entrevistas semiestructuradas, se realizó un análisis temático reflexivo y fenomenológico-interpretativo. Se identificaron cuatro núcleos experienciales: (a) ruptura entre el saber académico y la realidad escolar, (b) emergencia de la reflexión ética guiada y la agencia inclusiva, (c) experiencia de incertidumbre: aprendizaje colaborativo en torno a incidentes críticos, y (d) defensa activa de la inclusión frente a brechas formativas observadas entre distintos grupos de prácticum. Los resultados muestran que los seminarios ofrecen un espacio para elaborar el “golpe de realidad” y traducir valores inclusivos en decisiones situadas, sugiriendo que reconfigurar el prácticum desde una clave orientada a la justicia social es condición para formar docentes como agentes de cambio.",Has abstract,not has references
Factores que influyen en la adopción de ecoetiquetas: análisis de hoteles en México y Costa Rica,MARÍA DE LOURDES MOO CANUL,2026,DOAJ (DOAJ: Directory of Open Access Journals),MX,"Esta investigación analiza los factores que inciden en la adopción de ecoetiquetas en hoteles de México y Costa Rica, dos destinos turísticos clave en América Latina. Aunque existe una creciente conciencia ambiental y marcos normativos en vigor, la implementación de prácticas sostenibles en el sector hotelero aún enfrenta obstáculos. El estudio se basó en un cuestionario semiestructurado aplicado a 57 hoteles certificados, y mediante análisis factorial se identificaron dos tipos de factores determinantes: internos y externos. Los factores internos, como la legitimación y los valores de los gestores, reflejan el papel de la cultura organizacional y la ética empresarial. En contraste, los factores externos, presión de clientes, regulación, competencia e inversores, muestran cómo el entorno influye en las decisiones corporativas. Un análisis clúster permitió agrupar los hoteles según la predominancia de estos factores. Algunos establecimientos respondieron principalmente a presiones externas, buscando alinearse con las exigencias del mercado, mientras que otros actuaron por convicciones internas. Este estudio aporta elementos para comprender mejor las motivaciones detrás de la adopción de distintivos ecológicos y subraya la importancia de considerar tanto influencias internas como externas para avanzar en la sostenibilidad del turismo.",Has abstract,not has references
Procesos de adopción de la IA en la gestión editorial: encadenando las políticas institucionales y editoriales y la alfabetización,Liana Penabad-Camacho|María A. Penabad-Camacho|Suyén Alonso Ubieta|María Morera-Castro,2026,,CR|CR|CR|CR,"Objetivo: Mostrar la articulación de la creación de instrumentos orientadores del uso ético de la IA y su alineación con la normativa institucional y el proceso de alfabetización en comunidades académicas. Metodología: Revisión documental para el desarrollo de la guía y desarrollo de talleres-charlas por bola de nieve o por solicitud para el proceso de alfabetización. Resultados: Se realiza una descripción de los documentos desarrollados y su incidencia en la gestión editorial. En cuanto a los procesos de alfabetización se integran: elementos conceptuales, recomendaciones para reportar su uso y aplicaciones prácticas con ejemplos de herramientas IA. Se concretaron 25 procesos formativos (de 2024 a mayo 2025) que impactaron en personal académico y estudiantado tanto de la UNA como internacionalmente. Conclusiones: Destaca, en el campo editorial, la relevancia de aportar reglas claras y explícitas para personas autoras, revisoras y equipos editoriales que se materialicen en acciones concretas. En cuanto a la normativa, resulta relevante ofrecer marcos básicos de acción que permitan el ejercicio común de buenas prácticas con flexibilidad para ajustar disciplinalmente. Desde la alfabetización, se reconocen motivaciones y preocupaciones en el uso de IA, manteniendo interés en el aprendizaje y reporte de uso de herramientas de forma estratégica y ética.",Has abstract,not has references
Oportunidades para el uso de sistemas de IA en organizaciones de servicios sociales: desde la reducción de la rotación de personal hasta la asistencia en la extensión comunitaria,Igor Shichkin|Lyailya Khusnutdinova|No'monjon To'rayev|Olga Igorevna Kiseleva|Vasily Sinyukov,2026,Zenodo (CERN European Organization for Nuclear Research),RU|RU|UZ|RU|RU,"El estudio tuvo como objetivo identificar las condiciones previas y las oportunidades para la introducción de algoritmos de redes neuronales para personalizar la motivación no económica de los trabajadores sociales. Se prestó especial atención a los aspectos éticos y legales de la integración de la IA en la labor de los servicios sociales. La investigación siguió un diseño de métodos mixtos con una encuesta a expertos (n=24) y tres grupos focales con trabajadores sociales (n=18 en total). El análisis cuantitativo de los datos se realizó mediante estadística no paramétrica (criterios de Kruskal-Wallis, Spearman y Wilcoxon), y el análisis cualitativo incluyó codificación temática. Los resultados obtenidos confirman el potencial de la IA para aumentar significativamente la satisfacción de los trabajadores de servicios sociales, pero solo bajo ciertas condiciones: protección de la privacidad de datos, participación de los empleados en la implementación de tecnologías y automatización de las tareas administrativas desde el inicio. El cumplimiento de estas condiciones garantiza la ética y la aceptabilidad legal de la integración de la IA, lo que facilita un aumento significativo de la eficiencia y la sostenibilidad de los servicios sociales.",Has abstract,not has references
"“Hacer las cosas bien”: reparación de calzado, aprendizaje de oficios y conformación de comunidad en la ciudad de Santiago",Sol Nadjar Morales,2026,Universidad de Chile,,"Los zapatos son objetos que nos acompañan cotidianamente, median nuestra experiencia con el mundo al ser extensión de nuestro cuerpo, interviniendo de manera simbólica y física, alterando nuestra corporalidad. Estas fricciones ocasionadas por el uso no sólo terminan por afectar el cuerpo, sino también al zapato. Frente a esta situación, algunas personas optan por llevar sus zapatos a la reparadora de calzado, surgiendo la pregunta de qué ocurre dentro de esta. La presente investigación tuvo por objetivo comprender cómo se configura actualmente el oficio de la reparación de calzado en la ciudad de Santiago, a partir de los procesos de reparación y de las percepciones y vivencias de maestras y maestros. Los principales resultados dan cuenta, por un lado, de la existencia de un proceso reflexivo que condiciona al zapato a ser reparado, advirtiendo de vínculos afectivos, proyecciones identitarias, valores económicos o acoplamientos entre el cuerpo y el zapato (y viceversa). Por otro lado, reparar un zapato se establece como una práctica creativa donde este es el que te enseña, la reparadora se trata así de un espacio donde se configura comunidad, se activan pedagógicas cotidianas y se busca la toma de decisiones responsables, conjugando la ética con la racionalidad.",Has abstract,not has references
Artificial Intelligence In Educational Management,Beatriz Elena Zabaleta Macias|Jaider Julián Gonzalez Urrea|Fredy Damián Jaramillo Rueda,2026,Repositorio Comunidad Politecnico Grancolombiano,||,"La integración de la inteligencia artificial (IA) en la educación ha cobrado gran relevancia en América Latina, aunque su implementación sigue siendo desigual en la región. En Colombia, diversas investigaciones destacan que la IA tiene el potencial de personalizar el aprendizaje, automatizar evaluaciones y optimizar la gestión educativa. Entre sus principales áreas de aplicación se encuentran la enseñanza personalizada, la analítica de aprendizaje, el diseño curricular adaptativo y el apoyo a estudiantes con necesidades especiales. Sin embargo, estos beneficios se ven acompañados de desafíos significativos, como la brecha digital, la calidad de los datos utilizados, la necesidad de formación continua para los docentes y los riesgos éticos asociados al uso de la IA. La literatura revisada coincide en que la implementación de la IA debe ser ética, contextualizada y equitativa, evitando enfoques tecnocráticos que excluyan a disciplinas humanísticas o a regiones con menos recursos. Asimismo, se subraya la importancia de la colaboración entre docentes, desarrolladores y responsables de políticas públicas, para lograr soluciones sostenibles que permitan una gestión educativa más eficiente y accesible en todos los niveles, promoviendo una educación más inclusiva y automatizada mediante la inteligencia artificial.",Has abstract,not has references
Influencia del uso académico de inteligencia artificial en el desarrollo de competencias estratégicas en estudiantes de Negocios Internacionales,Andres Felipe Valencia Gallego|Anyi Vanessa Álvarez Cárdenas|María Alejandra Mejía Pérez,2026,Repositorio Institucional Tecnologico de Antioquia,||,"La IA impacta en la educación superior en la formación de profesionales en negocios internacionales. Este estudio analiza cómo el uso académico de herramientas de IA incide en el desarrollo de competencias estratégicas en estudiantes de Negocios Internacionales del Tecnológico de Antioquia. Con un enfoque mixto en tres fases, se comparó el desempeño de dos grupos de estudiantes en un estudio de caso sobre internacionalización empresarial y se administró un cuestionario Likert a 40 estudiantes para evaluar sus percepciones sobre el uso de la IA. Los resultados del componente cuasi-experimental mostraron puntajes iguales en ambos grupos (19/25), lo que indica que el acceso a la IA, por sí solo, no proporciona una ventaja significativa en el rendimiento estratégico. El análisis cualitativo mostró que el grupo con IA presentó mayor sistematización, mientras que el grupo sin IA usó datos concretos. El 90% de los estudiantes reconoce beneficios académicos y profesionales de la IA en su uso diario, pero hay preocupaciones sobre la dependencia y el menor pensamiento crítico. En conclusión, la IA mejora la eficiencia analítica, pero no reemplaza las competencias humanas de juicio estratégico, por lo que requiere una integración pedagógica deliberada y ética.",Has abstract,not has references
"Deshonestidad académica en los estudios de posgrado: prevalencia, causas y medidas para su prevención [Academic dishonesty in postgraduate studies: prevalence, causes, and measures for its prevention] [PhD Dissertation] DOI: 10.5281/zenodo.18733078",Cinta Gallent Torres,2026,Zenodo (CERN European Organization for Nuclear Research),ES,"Su objetivo general es analizar las prácticas que amenazan la integridad académica en estudios de tercer ciclo, tanto en la producción como en la difusión del conocimiento, con el fin de desarrollar marcos conceptuales y proponer estrategias de intervención que promuevan una cultura ética, responsable y sostenible en educación superior. La investigación se articula en torno a siete objetivos específicos. El primero busca analizar críticamente la literatura sobre el fraude académico en posgrado, identificando avances y vacíos en colectivos poco explorados como responsables académicos, alumnado y profesorado. El segundo examina la prevalencia y evolución de 24 conductas fraudulentas a partir de un cuestionario aplicado a responsables académicos. El tercero explora nuevas formas de fraude vinculadas al contexto tecnológico, con especial atención a la inteligencia artificial generativa (IAG). El cuarto estudia malas prácticas editoriales e investigadoras como la sobreproducción, las autorías honorarias, las revistas depredadoras o los falsos congresos. El quinto se centra en la pseudociencia y los fraudes editoriales, y aporta criterios para su identificación. El sexto aborda los riesgos y oportunidades de la IAG en educación superior, así como su impacto en tesis y defensas de posgrado. Finalmente, el séptimo busca fomentar una cultura de integridad mediante programas pedagógicos e intervenciones formativas. Esta investigación entiende la deshonestidad académica como un fenómeno articulado en cinco niveles: los factores culturales y sociales (nivel mega), las políticas institucionales (macro), las dinámicas académicas e investigadoras (meso), las conductas de docentes y estudiantes (micro) y, de manera transversal, la influencia tecnológica; un marco que permite conectar la reflexión crítica con propuestas de intervención, contribuyendo al fortalecimiento de la integridad académica en un contexto marcado por la digitalización, la presión por publicar y otros muchos riesgos éticos emergentes. En cuanto a la metodología, esta investigación integra cuatro enfoques que se complementan: i) la revisión narrativa de la literatura que permitió examinar la evolución histórica y conceptual del fenómeno, así como el impacto de la IAG y de las prácticas editoriales cuestionables; ii) la revisión sistemática que, siguiendo el protocolo PRISMA, posibilitó la identificación de las prácticas ilícitas más frecuentes en posgrado entre 2020 y 2024; iii) la investigación empírica cuantitativa, basada en cuestionarios validados, que ofreció un diagnóstico sobre la prevalencia y las tendencias de fraude académico según ramas de conocimiento, y iv) la investigación-acción, aplicada en proyectos pedagógicos con alumnado de grado y posgrado, que favoreció la reflexión sobre ética digital, propiedad intelectual y detección de revistas depredadoras. Esta combinación metodológica permitió triangular resultados, reforzar la validez y enriquecer la comprensión del fenómeno.",Has abstract,not has references
"Deshonestidad académica en los estudios de posgrado: prevalencia, causas y medidas para su prevención [Academic dishonesty in postgraduate studies: prevalence, causes, and measures for its prevention] [PhD Dissertation] DOI: 10.5281/zenodo.18733078",Cinta Gallent Torres,2026,Zenodo (CERN European Organization for Nuclear Research),ES,"Su objetivo general es analizar las prácticas que amenazan la integridad académica en estudios de tercer ciclo, tanto en la producción como en la difusión del conocimiento, con el fin de desarrollar marcos conceptuales y proponer estrategias de intervención que promuevan una cultura ética, responsable y sostenible en educación superior. La investigación se articula en torno a siete objetivos específicos. El primero busca analizar críticamente la literatura sobre el fraude académico en posgrado, identificando avances y vacíos en colectivos poco explorados como responsables académicos, alumnado y profesorado. El segundo examina la prevalencia y evolución de 24 conductas fraudulentas a partir de un cuestionario aplicado a responsables académicos. El tercero explora nuevas formas de fraude vinculadas al contexto tecnológico, con especial atención a la inteligencia artificial generativa (IAG). El cuarto estudia malas prácticas editoriales e investigadoras como la sobreproducción, las autorías honorarias, las revistas depredadoras o los falsos congresos. El quinto se centra en la pseudociencia y los fraudes editoriales, y aporta criterios para su identificación. El sexto aborda los riesgos y oportunidades de la IAG en educación superior, así como su impacto en tesis y defensas de posgrado. Finalmente, el séptimo busca fomentar una cultura de integridad mediante programas pedagógicos e intervenciones formativas. Esta investigación entiende la deshonestidad académica como un fenómeno articulado en cinco niveles: los factores culturales y sociales (nivel mega), las políticas institucionales (macro), las dinámicas académicas e investigadoras (meso), las conductas de docentes y estudiantes (micro) y, de manera transversal, la influencia tecnológica; un marco que permite conectar la reflexión crítica con propuestas de intervención, contribuyendo al fortalecimiento de la integridad académica en un contexto marcado por la digitalización, la presión por publicar y otros muchos riesgos éticos emergentes. En cuanto a la metodología, esta investigación integra cuatro enfoques que se complementan: i) la revisión narrativa de la literatura que permitió examinar la evolución histórica y conceptual del fenómeno, así como el impacto de la IAG y de las prácticas editoriales cuestionables; ii) la revisión sistemática que, siguiendo el protocolo PRISMA, posibilitó la identificación de las prácticas ilícitas más frecuentes en posgrado entre 2020 y 2024; iii) la investigación empírica cuantitativa, basada en cuestionarios validados, que ofreció un diagnóstico sobre la prevalencia y las tendencias de fraude académico según ramas de conocimiento, y iv) la investigación-acción, aplicada en proyectos pedagógicos con alumnado de grado y posgrado, que favoreció la reflexión sobre ética digital, propiedad intelectual y detección de revistas depredadoras. Esta combinación metodológica permitió triangular resultados, reforzar la validez y enriquecer la comprensión del fenómeno.",Has abstract,not has references
"El Tercer Sector en Perspectiva: Actores, Impacto y Retos Globales.",Carlos Alberto Castillo Salas|Iván de Jesús Ceballos Grajales|GABRIEL ARTURO SOTO OJEDA|Rosalba Aguilar Velázquez,2026,Zenodo (CERN European Organization for Nuclear Research),||MX|,"El tercer sector reúne a organizaciones sin ánimo de lucro, fundaciones, asociaciones civiles y entidades de voluntariado que operan entre el mercado y el Estado, y que juegan un papel esencial en el desarrollo social y comunitario. En este libro se examinan tres dimensiones fundamentales: los actores que lo integran, su impacto en la sociedad y los desafíos que enfrentan a escala global. La obra aborda el impacto que el tercer sector genera en ámbitos clave: innovación social, fortalecimiento de la ciudadanía, provisión de servicios comunitarios, movilización participativa y sostenibilidad del bienestar. Se analizan los diferentes perfiles del tercer sector y cómo estas entidades generan cohesión social, innovación en los servicios sociales, movilización ciudadana y sostenibilidad del bienestar, incluso ante crisis sistémicas. Finalmente, este libro bajo una mirada ética subraya la importancia de la transparencia, la participación activa de beneficiarios y el vínculo entre la acción local y las dinámicas globales. Todo lo plasmado es bajo un enfoque integral, pues este libro plantea que el tercer sector es un actor clave para enfrentar los cambios del siglo XXI, que no debe olvidar el adaptarse, transformarse, reparararse, mantenerse relevante y legítimo para consolidar mecanismos, mantener su legitimidad, eficacia y repercusión social.",Has abstract,not has references
Los mensajes de datos como prueba del adulterio en el contexto de la inteligencia artificia,Bryan Ismael Iza Chase,2026,Universidad Politécnica Salesiana Repositorio Digital (Universidad Politécnica Salesiana),,"El presente artículo académico aborda la prueba del adulterio y el uso de mensajes de datos como prueba dentro del contexto de la inteligencia artificial y cómo la práctica de esta prueba puede afectar a la validez procesal. Esta investigación permitió analizar el marco jurídico respecto de las pruebas electrónicas y el valor probatorio que tienen en un proceso de divorcio en el Ecuador. El objetivo principal de esta investigación es analizar el uso de los mensajes de datos como conversaciones de redes sociales, correos electrónicos, etc., para probar la existencia de la causal de adulterio en los procesos de divorcio civil en el Ecuador, considerando las oportunidades y los riesgos sobre el uso de herramientas de inteligencia artificial. El artículo académico busca identificar, analizar y explicar los argumentos, las tensiones jurídicas y las posturas relativas al uso de los mensajes de datos como prueba de adulterio, en especial cuando concurre la inteligencia artificial como medio de verificación o de manipulación. Se estudia el fenómeno, mediante las perspectivas jurídica, doctrinal y socio-ética, a partir de las distintas posturas mantenidas sobre la legitimidad de aquellas pruebas digitales.",Has abstract,not has references
"Jóvenes, Tecnologías de la comunicación y Educación: consumos y apropiaciones de la Inteligencia Artificial en los procesos pedagógicos y de aprendizaje de estudiantes en la Universidad Nacional de La Plata (2022-2025)",Manuela Cardelle|Jano Cerrudo,2026,El Servicio de Difusión de la Creación Intelectual (National University of La Plata),|,"Este Trabajo Integrador Final (TIF) investiga los usos, apropiaciones y percepciones de la Inteligencia Artificial Generativa (IAG) en los procesos pedagógicos de los estudiantes de la Facultad de Periodismo y Comunicación Social (FPyCS) de la Universidad Nacional de La Plata (UNLP) durante el período 2022-2025. Partiendo del escenario post pandemia, donde la digitalidad se consolidó como una dimensión esencial de la cotidianidad y la subjetividad de los sujetos, la investigación busca determinar los alcances, limitaciones e implicancias éticas de estas tecnologías en el marco de la presencialidad áulica. Metodológicamente, el estudio explora, mediante entrevistas en profundidad y una encuesta estandarizada, los saberes y niveles de confianza del estudiantado hacia la IAG, como también analiza el uso diferencial de plataformas y examina su vinculación con las políticas institucionales de alfabetización digital. Finalmente, la investigación reivindica el rol de la Universidad Pública como un espacio político y pedagógico crucial que permita poner el foco en la formación de una ciudadanía digital universitaria plural, reflexiva, crítica, ética y creativa, capaz de incorporar estas herramientas estratégicas sin descuidar la construcción colectiva del conocimiento, ni la soberanía y democracia digital.",Has abstract,not has references
Beyond Knowledge: a Theoretical Reflection on the Construction of the Social Meaning of Knowledge in Contemporary Society,Favio André Reyes-Quezada,2026,Biblioteca Digital Uniajc,,"El presente artículo analiza la crisis del conocimiento en la sociedad contemporánea, caracterizada por la fragmentación, la inmediatez y el predominio tecnológico, lo que limita la comprensión profunda de la realidad social. El objetivo es examinar la necesidad de reconstruir el sentido social del conocimiento desde una perspectiva interdisciplinaria. Metodológicamente, se desarrolla una investigación de enfoque cualitativo, de tipo teórico-reflexivo, basada en una revisión documental y un análisis hermenéutico de fuentes académicas recientes. Los resultados del análisis permiten identificar que la acumulación de información y la lectura instrumental resultan insuficientes para la comprensión de los fenómenos sociales, evidenciándose una desarticulación entre conocimiento, ética y acción colectiva. Asimismo, se reconoce que la tecnología, aunque amplía el acceso al saber, también puede generar procesos de deshumanización cuando se orienta exclusivamente a la productividad y la inmediatez. Esta investigación concluyó que es necesario reconfigurar el conocimiento desde una epistemología del encuentro, fundamentada en el diálogo, la reciprocidad y la pluralidad de saberes, a fin de promover una comprensión más integral de la realidad y fortalecer la responsabilidad social. De este modo, el conocimiento adquiere sentido cuando se traduce en acción colectiva orientada al bienestar común.",Has abstract,not has references
